0_ProbWin,0_TeamName,0_ADJOE,0_ADJDE,0_BARTHAG,0_EFG%,0_EFGD%,0_FTR,0_FTRD,0_TOR,0_TORD,0_ORB,0_DRB,0_2P%,0_2P%D,0_3P%,0_3P%D,0_3P%ODDIFF,0_3PR,0_3PRD,0_ADJ T.,0_Top30Wins,1_TeamName,1_ADJOE,1_ADJDE,1_BARTHAG,1_EFG%,1_EFGD%,1_FTR,1_FTRD,1_TOR,1_TORD,1_ORB,1_DRB,1_2P%,1_2P%D,1_3P%,1_3P%D,1_3P%ODDIFF,1_3PR,1_3PRD,1_ADJ T.,1_Top30Wins
1.0,Arizona,115.47419458473,86.463280342025,0.96535235854906,53.6,44.3,47.1,36.3,16.7,21.1,34.1,22.3,53.4,42.0,36.0,32.8,-101.11999999999978,25.8,31.4,66.9,6.0,TX Southern,101.16901188915,106.38132494733,0.35945469199951,49.4,48.9,46.5,32.6,19.9,18.7,34.0,34.2,50.0,48.0,32.0,34.2,30.09999999999991,31.4,28.5,63.7,1.0
0.0,TX Southern,101.16901188915,106.38132494733,0.35945469199951,49.4,48.9,46.5,32.6,19.9,18.7,34.0,34.2,50.0,48.0,32.0,34.2,30.09999999999991,31.4,28.5,63.7,1.0,Arizona,115.47419458473,86.463280342025,0.96535235854906,53.6,44.3,47.1,36.3,16.7,21.1,34.1,22.3,53.4,42.0,36.0,32.8,-101.11999999999978,25.8,31.4,66.9,6.0
0.7,Arkansas,113.32695455196,96.995130030074,0.85687665062976,50.2,48.6,37.3,38.5,16.6,22.6,35.6,34.2,49.1,46.6,35.0,35.3,-16.389999999999873,31.1,31.3,70.1,2.0,Wofford,102.47567316771,97.181335710561,0.64794941594563,51.6,46.9,38.0,36.5,17.3,20.1,29.3,27.7,49.5,47.3,37.1,30.8,241.14999999999986,32.9,31.8,61.5,1.0
0.30000000000000004,Wofford,102.47567316771,97.181335710561,0.64794941594563,51.6,46.9,38.0,36.5,17.3,20.1,29.3,27.7,49.5,47.3,37.1,30.8,241.14999999999986,32.9,31.8,61.5,1.0,Arkansas,113.32695455196,96.995130030074,0.85687665062976,50.2,48.6,37.3,38.5,16.6,22.6,35.6,34.2,49.1,46.6,35.0,35.3,-16.389999999999873,31.1,31.3,70.1,2.0
1.0,Butler,108.49960206296,89.650400266163,0.89975737680571,49.1,46.9,40.5,33.3,17.4,19.3,35.5,24.9,47.2,47.3,35.8,30.6,0.8599999999999,29.0,33.9,64.1,5.0,Texas,110.61261955301,91.386968055925,0.89986359737477,49.4,42.2,36.9,34.2,20.0,14.2,38.0,29.0,48.6,37.8,33.9,34.8,77.27999999999997,34.0,30.9,62.9,2.0
0.0,Texas,110.61261955301,91.386968055925,0.89986359737477,49.4,42.2,36.9,34.2,20.0,14.2,38.0,29.0,48.6,37.8,33.9,34.8,77.27999999999997,34.0,30.9,62.9,2.0,Butler,108.49960206296,89.650400266163,0.89975737680571,49.1,46.9,40.5,33.3,17.4,19.3,35.5,24.9,47.2,47.3,35.8,30.6,0.8599999999999,29.0,33.9,64.1,5.0
0.7,Cincinnati,106.38031746119,92.476598409884,0.83351506319806,50.4,44.5,37.8,25.4,21.3,20.3,37.3,31.7,50.5,42.0,33.3,32.9,-79.88,30.6,33.4,60.2,2.0,Purdue,110.14496901508,94.526299333705,0.85303072061908,50.7,45.5,42.5,38.5,20.0,17.8,36.2,31.1,51.0,42.3,33.5,35.0,-2.9500000000000455,32.3,31.0,65.0,4.0
0.30000000000000004,Purdue,110.14496901508,94.526299333705,0.85303072061908,50.7,45.5,42.5,38.5,20.0,17.8,36.2,31.1,51.0,42.3,33.5,35.0,-2.9500000000000455,32.3,31.0,65.0,4.0,Cincinnati,106.38031746119,92.476598409884,0.83351506319806,50.4,44.5,37.8,25.4,21.3,20.3,37.3,31.7,50.5,42.0,33.3,32.9,-79.88,30.6,33.4,60.2,2.0
1.0,Georgetown,111.4826319114,93.182956293837,0.88715412261178,50.9,46.6,44.1,43.9,19.2,20.6,34.3,31.3,50.4,42.7,34.7,35.9,-163.5699999999997,31.6,35.1,64.7,4.0,E Washington,110.83646750782,107.50782558123,0.58677771384804,55.4,52.0,35.6,35.1,15.9,17.7,29.3,30.6,52.3,49.0,39.6,38.4,366.72000000000025,43.2,35.0,68.6,1.0
0.0,E Washington,110.83646750782,107.50782558123,0.58677771384804,55.4,52.0,35.6,35.1,15.9,17.7,29.3,30.6,52.3,49.0,39.6,38.4,366.72000000000025,43.2,35.0,68.6,1.0,Georgetown,111.4826319114,93.182956293837,0.88715412261178,50.9,46.6,44.1,43.9,19.2,20.6,34.3,31.3,50.4,42.7,34.7,35.9,-163.5699999999997,31.6,35.1,64.7,4.0
0.7,Georgia St,109.12547320055,98.519038518421,0.76420227463854,51.9,45.0,38.4,39.4,16.5,22.8,30.5,34.5,53.4,42.2,31.9,32.6,-495.1400000000001,27.4,42.0,63.5,0.0,Baylor,115.82487333219,92.809172084744,0.92741477098444,49.8,45.8,38.8,32.4,19.6,19.6,41.8,31.7,46.0,46.5,38.2,29.8,198.4200000000003,33.2,35.9,62.2,6.0
0.30000000000000004,Baylor,115.82487333219,92.809172084744,0.92741477098444,49.8,45.8,38.8,32.4,19.6,19.6,41.8,31.7,46.0,46.5,38.2,29.8,198.4200000000003,33.2,35.9,62.2,6.0,Georgia St,109.12547320055,98.519038518421,0.76420227463854,51.9,45.0,38.4,39.4,16.5,22.8,30.5,34.5,53.4,42.2,31.9,32.6,-495.1400000000001,27.4,42.0,63.5,0.0
1.0,Kentucky,119.04185689874,83.481070574335,0.9833872992224,51.8,39.7,43.8,31.6,16.4,21.8,40.4,31.6,51.5,39.1,35.0,27.4,134.10000000000002,28.1,31.0,63.5,7.0,Hampton,94.121847581343,102.92963178883,0.26332907378875,45.8,46.5,43.4,45.9,20.5,20.1,32.8,30.9,45.9,44.3,30.4,34.4,-30.000000000000114,33.3,30.3,69.3,0.0
0.0,Hampton,94.121847581343,102.92963178883,0.26332907378875,45.8,46.5,43.4,45.9,20.5,20.1,32.8,30.9,45.9,44.3,30.4,34.4,-30.000000000000114,33.3,30.3,69.3,0.0,Kentucky,119.04185689874,83.481070574335,0.9833872992224,51.8,39.7,43.8,31.6,16.4,21.8,40.4,31.6,51.5,39.1,35.0,27.4,134.10000000000002,28.1,31.0,63.5,7.0
0.7,NC State,113.29098915071,97.293576879438,0.85202929515254,49.6,45.5,36.1,34.1,16.2,15.4,34.1,30.5,47.4,43.6,36.1,33.2,130.48000000000002,32.4,31.3,64.9,3.0,LSU,107.10079912641,93.661050135299,0.82375705892402,50.5,44.6,33.4,30.0,20.5,19.2,34.0,33.0,50.3,43.6,33.9,31.3,61.58000000000004,28.5,28.9,70.3,4.0
0.30000000000000004,LSU,107.10079912641,93.661050135299,0.82375705892402,50.5,44.6,33.4,30.0,20.5,19.2,34.0,33.0,50.3,43.6,33.9,31.3,61.58000000000004,28.5,28.9,70.3,4.0,NC State,113.29098915071,97.293576879438,0.85202929515254,49.6,45.5,36.1,34.1,16.2,15.4,34.1,30.5,47.4,43.6,36.1,33.2,130.48000000000002,32.4,31.3,64.9,3.0
0.7,North Carolina,118.36724563194,91.704310906178,0.94955263819714,51.4,45.3,34.7,37.6,18.2,17.8,39.9,30.5,51.3,45.7,34.5,29.8,-325.8800000000001,22.6,37.1,70.2,7.0,Harvard,100.94114180079,93.932521321788,0.69583677926873,47.3,46.1,39.0,33.1,18.7,19.9,32.3,27.8,45.8,44.1,34.1,33.4,-175.16999999999985,26.5,32.3,61.8,0.0
0.30000000000000004,Harvard,100.94114180079,93.932521321788,0.69583677926873,47.3,46.1,39.0,33.1,18.7,19.9,32.3,27.8,45.8,44.1,34.1,33.4,-175.16999999999985,26.5,32.3,61.8,0.0,North Carolina,118.36724563194,91.704310906178,0.94955263819714,51.4,45.3,34.7,37.6,18.2,17.8,39.9,30.5,51.3,45.7,34.5,29.8,-325.8800000000001,22.6,37.1,70.2,7.0
1.0,Notre Dame,124.35121713015,99.827140452792,0.92595848343171,58.6,48.1,37.1,23.3,14.4,17.4,28.1,31.6,58.4,47.4,39.2,32.9,440.58000000000015,38.6,32.6,64.1,7.0,Northeastern,106.63425151707,100.90150627182,0.65373303294347,54.6,49.6,42.2,24.7,21.4,15.6,29.6,25.6,52.9,48.7,38.8,34.4,194.0,30.8,29.1,63.7,0.0
0.0,Northeastern,106.63425151707,100.90150627182,0.65373303294347,54.6,49.6,42.2,24.7,21.4,15.6,29.6,25.6,52.9,48.7,38.8,34.4,194.0,30.8,29.1,63.7,0.0,Notre Dame,124.35121713015,99.827140452792,0.92595848343171,58.6,48.1,37.1,23.3,14.4,17.4,28.1,31.6,58.4,47.4,39.2,32.9,440.58000000000015,38.6,32.6,64.1,7.0
0.7,Ohio St,114.15321309006,92.821633335561,0.91520492866605,54.5,46.6,34.8,27.4,17.0,22.1,34.1,31.4,53.9,45.8,37.2,31.8,-11.099999999999909,32.1,37.9,66.6,0.0,VCU,108.98442324284,93.939312335539,0.84662787107403,48.8,49.3,37.5,37.7,15.7,23.8,31.7,30.8,47.2,48.1,34.2,34.4,150.26000000000022,39.9,35.3,67.4,2.0
0.30000000000000004,VCU,108.98442324284,93.939312335539,0.84662787107403,48.8,49.3,37.5,37.7,15.7,23.8,31.7,30.8,47.2,48.1,34.2,34.4,150.26000000000022,39.9,35.3,67.4,2.0,Ohio St,114.15321309006,92.821633335561,0.91520492866605,54.5,46.6,34.8,27.4,17.0,22.1,34.1,31.4,53.9,45.8,37.2,31.8,-11.099999999999909,32.1,37.9,66.6,0.0
0.7,UAB,101.84511548678,100.40519047738,0.54084669585981,47.8,47.2,37.2,34.1,20.4,19.8,34.0,33.1,46.9,47.0,33.2,31.8,-31.280000000000086,29.9,32.2,65.4,0.0,Iowa St,118.0870813124,96.714058981659,0.90855608825605,54.7,47.9,37.4,24.3,15.8,18.5,28.5,29.2,54.7,45.4,36.6,35.2,128.9599999999998,36.8,34.6,69.9,9.0
0.30000000000000004,Iowa St,118.0870813124,96.714058981659,0.90855608825605,54.7,47.9,37.4,24.3,15.8,18.5,28.5,29.2,54.7,45.4,36.6,35.2,128.9599999999998,36.8,34.6,69.9,9.0,UAB,101.84511548678,100.40519047738,0.54084669585981,47.8,47.2,37.2,34.1,20.4,19.8,34.0,33.1,46.9,47.0,33.2,31.8,-31.280000000000086,29.9,32.2,65.4,0.0
0.7,UCLA,110.13013615889,96.938310843668,0.81264072146667,49.4,48.7,36.3,32.7,17.5,18.5,33.8,28.1,47.2,45.7,36.3,35.5,-324.46000000000004,29.3,39.1,66.9,2.0,SMU,111.18935545426,94.497081774864,0.86653411126906,52.4,45.5,44.1,31.2,19.7,20.0,36.9,29.3,51.9,43.1,36.0,32.2,-647.1400000000002,22.9,45.7,63.7,0.0
0.30000000000000004,SMU,111.18935545426,94.497081774864,0.86653411126906,52.4,45.5,44.1,31.2,19.7,20.0,36.9,29.3,51.9,43.1,36.0,32.2,-647.1400000000002,22.9,45.7,63.7,0.0,UCLA,110.13013615889,96.938310843668,0.81264072146667,49.4,48.7,36.3,32.7,17.5,18.5,33.8,28.1,47.2,45.7,36.3,35.5,-324.46000000000004,29.3,39.1,66.9,2.0
1.0,Utah,115.120916199,88.864862159341,0.95152240002526,55.6,42.7,42.8,34.5,17.8,18.3,31.3,28.1,52.8,40.9,40.2,31.6,625.2799999999999,37.8,28.3,61.5,2.0,SF Austin,111.58552159319,98.948553847588,0.79934399676597,56.2,48.8,42.4,49.0,20.3,24.4,37.7,29.9,55.6,48.2,38.1,33.6,445.1400000000002,36.2,27.8,66.5,0.0
0.0,SF Austin,111.58552159319,98.948553847588,0.79934399676597,56.2,48.8,42.4,49.0,20.3,24.4,37.7,29.9,55.6,48.2,38.1,33.6,445.1400000000002,36.2,27.8,66.5,0.0,Utah,115.120916199,88.864862159341,0.95152240002526,55.6,42.7,42.8,34.5,17.8,18.3,31.3,28.1,52.8,40.9,40.2,31.6,625.2799999999999,37.8,28.3,61.5,2.0
1.0,Villanova,120.66418919929,91.354265594361,0.96083667685262,55.3,45.5,42.4,30.3,16.6,21.7,32.7,31.1,53.1,45.2,38.9,30.8,671.7,43.0,32.5,64.8,8.0,Lafayette,110.56733997284,113.71000766654,0.42011369430946,56.3,52.9,31.0,27.6,16.9,16.9,27.6,34.4,53.0,50.8,41.4,37.6,70.59999999999991,35.4,37.1,65.2,0.0
0.0,Lafayette,110.56733997284,113.71000766654,0.42011369430946,56.3,52.9,31.0,27.6,16.9,16.9,27.6,34.4,53.0,50.8,41.4,37.6,70.59999999999991,35.4,37.1,65.2,0.0,Villanova,120.66418919929,91.354265594361,0.96083667685262,55.3,45.5,42.4,30.3,16.6,21.7,32.7,31.1,53.1,45.2,38.9,30.8,671.7,43.0,32.5,64.8,8.0
1.0,Xavier,114.95089182456,96.167532060614,0.8861245242849,53.0,50.2,38.1,34.4,18.0,19.2,31.3,27.1,53.4,48.9,34.9,35.0,-157.2800000000002,32.8,37.2,66.0,5.0,Mississippi,112.73994766505,99.019012899862,0.8164348209786,48.2,46.9,37.5,41.2,16.9,18.9,35.0,31.7,46.9,43.4,33.8,34.9,-266.75,33.1,39.7,66.4,3.0
0.0,Mississippi,112.73994766505,99.019012899862,0.8164348209786,48.2,46.9,37.5,41.2,16.9,18.9,35.0,31.7,46.9,43.4,33.8,34.9,-266.75,33.1,39.7,66.4,3.0,Xavier,114.95089182456,96.167532060614,0.8861245242849,53.0,50.2,38.1,34.4,18.0,19.2,31.3,27.1,53.4,48.9,34.9,35.0,-157.2800000000002,32.8,37.2,66.0,5.0
1.0,Dayton,106.53051615799,94.823912819403,0.79227827627781,52.8,47.3,48.6,31.1,17.8,21.1,24.2,28.0,52.9,47.1,35.1,31.8,269.70000000000005,37.4,32.8,64.0,1.0,Providence,111.78568254711,94.035010888099,0.87958834554861,48.6,48.1,41.6,38.5,17.9,19.7,35.3,29.5,49.4,47.0,31.0,33.3,-311.7399999999999,28.4,35.8,65.8,5.0
0.0,Providence,111.78568254711,94.035010888099,0.87958834554861,48.6,48.1,41.6,38.5,17.9,19.7,35.3,29.5,49.4,47.0,31.0,33.3,-311.7399999999999,28.4,35.8,65.8,5.0,Dayton,106.53051615799,94.823912819403,0.79227827627781,52.8,47.3,48.6,31.1,17.8,21.1,24.2,28.0,52.9,47.1,35.1,31.8,269.70000000000005,37.4,32.8,64.0,1.0
1.0,Duke,124.5976033502,93.060806796819,0.96630457268826,56.9,47.4,40.2,24.9,16.8,18.7,37.4,30.1,56.3,47.1,38.6,32.0,445.30000000000007,34.5,27.7,66.8,9.0,Robert Morris,99.876942255369,102.73895487783,0.41948112862971,50.5,48.4,36.0,37.6,20.5,21.7,31.2,35.8,47.6,47.5,38.0,33.4,-34.88000000000011,30.9,36.2,66.1,0.0
0.0,Robert Morris,99.876942255369,102.73895487783,0.41948112862971,50.5,48.4,36.0,37.6,20.5,21.7,31.2,35.8,47.6,47.5,38.0,33.4,-34.88000000000011,30.9,36.2,66.1,0.0,Duke,124.5976033502,93.060806796819,0.96630457268826,56.9,47.4,40.2,24.9,16.8,18.7,37.4,30.1,56.3,47.1,38.6,32.0,445.30000000000007,34.5,27.7,66.8,9.0
1.0,Gonzaga,120.37392185467,92.866590376906,0.95182532496225,58.4,43.6,39.1,31.6,16.3,17.6,33.9,28.6,57.1,41.4,40.8,32.3,324.5300000000002,32.1,30.5,65.1,3.0,N Dakota St,100.50313791342,100.85912043935,0.48983613064291,49.2,47.8,36.2,30.0,15.9,16.6,26.5,23.4,45.1,44.4,37.8,36.4,136.91999999999985,35.4,33.0,61.2,0.0
0.0,N Dakota St,100.50313791342,100.85912043935,0.48983613064291,49.2,47.8,36.2,30.0,15.9,16.6,26.5,23.4,45.1,44.4,37.8,36.4,136.91999999999985,35.4,33.0,61.2,0.0,Gonzaga,120.37392185467,92.866590376906,0.95182532496225,58.4,43.6,39.1,31.6,16.3,17.6,33.9,28.6,57.1,41.4,40.8,32.3,324.5300000000002,32.1,30.5,65.1,3.0
1.0,Iowa,113.09606860562,92.627464125877,0.9085449908104,47.8,45.1,39.6,29.2,17.4,19.3,35.8,30.5,46.9,43.1,33.2,32.4,-163.3599999999999,30.7,36.5,64.6,4.0,Davidson,119.31784144198,102.36738554189,0.8534676153281,56.0,49.1,29.0,35.4,14.3,17.3,29.8,30.1,53.5,51.3,39.3,29.8,809.6299999999999,45.7,33.1,67.3,0.0
0.0,Davidson,119.31784144198,102.36738554189,0.8534676153281,56.0,49.1,29.0,35.4,14.3,17.3,29.8,30.1,53.5,51.3,39.3,29.8,809.6299999999999,45.7,33.1,67.3,0.0,Iowa,113.09606860562,92.627464125877,0.9085449908104,47.8,45.1,39.6,29.2,17.4,19.3,35.8,30.5,46.9,43.1,33.2,32.4,-163.3599999999999,30.7,36.5,64.6,4.0
1.0,Kansas,113.26192444595,91.006533884416,0.92524725644296,49.3,44.4,43.0,33.6,19.1,17.5,34.9,31.8,46.5,43.5,37.5,30.9,75.54000000000008,28.3,31.9,67.3,9.0,New Mexico St,104.36527177947,98.087538318225,0.67115672983926,51.0,45.9,44.8,32.5,21.9,20.5,39.5,30.7,49.7,46.4,36.3,29.5,225.14,25.3,23.5,64.2,0.0
0.0,New Mexico St,104.36527177947,98.087538318225,0.67115672983926,51.0,45.9,44.8,32.5,21.9,20.5,39.5,30.7,49.7,46.4,36.3,29.5,225.14,25.3,23.5,64.2,0.0,Kansas,113.26192444595,91.006533884416,0.92524725644296,49.3,44.4,43.0,33.6,19.1,17.5,34.9,31.8,46.5,43.5,37.5,30.9,75.54000000000008,28.3,31.9,67.3,9.0
0.7,Louisville,107.86757655212,86.615034209441,0.92576987680304,47.8,43.4,38.8,34.7,17.8,21.8,35.1,30.9,48.9,43.3,30.4,29.3,71.01999999999998,32.6,31.4,66.0,4.0,UC Irvine,105.02855660322,97.271017743262,0.70732113705133,50.7,44.7,31.0,36.1,18.0,17.3,29.8,30.7,47.7,42.3,38.3,33.6,190.38999999999976,30.5,29.1,64.1,0.0
0.30000000000000004,UC Irvine,105.02855660322,97.271017743262,0.70732113705133,50.7,44.7,31.0,36.1,18.0,17.3,29.8,30.7,47.7,42.3,38.3,33.6,190.38999999999976,30.5,29.1,64.1,0.0,Louisville,107.86757655212,86.615034209441,0.92576987680304,47.8,43.4,38.8,34.7,17.8,21.8,35.1,30.9,48.9,43.3,30.4,29.3,71.01999999999998,32.6,31.4,66.0,4.0
0.7,Maryland,109.86635023406,93.858621858278,0.85947816350842,50.9,45.4,44.5,27.9,18.4,17.3,29.2,30.4,47.8,44.6,37.2,31.2,254.1600000000003,38.2,37.4,64.6,6.0,Valparaiso,105.03461962656,94.29066010278,0.77572767298357,51.4,44.9,36.7,32.7,19.1,18.6,35.0,27.6,48.5,42.1,38.1,33.0,54.83999999999992,33.4,36.9,63.2,0.0
0.30000000000000004,Valparaiso,105.03461962656,94.29066010278,0.77572767298357,51.4,44.9,36.7,32.7,19.1,18.6,35.0,27.6,48.5,42.1,38.1,33.0,54.83999999999992,33.4,36.9,63.2,0.0,Maryland,109.86635023406,93.858621858278,0.85947816350842,50.9,45.4,44.5,27.9,18.4,17.3,29.2,30.4,47.8,44.6,37.2,31.2,254.1600000000003,38.2,37.4,64.6,6.0
1.0,Michigan St,114.77037419097,92.55876698887,0.92226526430892,53.8,45.7,31.9,37.7,17.9,17.0,34.6,26.0,51.6,44.1,38.6,32.3,199.23000000000025,34.7,35.3,64.1,4.0,Georgia,107.84840486122,93.152188972586,0.8435203213818,48.9,44.2,47.8,34.3,19.3,16.8,32.3,28.9,47.7,43.0,34.4,31.0,-20.679999999999836,31.3,35.4,64.7,1.0
0.0,Georgia,107.84840486122,93.152188972586,0.8435203213818,48.9,44.2,47.8,34.3,19.3,16.8,32.3,28.9,47.7,43.0,34.4,31.0,-20.679999999999836,31.3,35.4,64.7,1.0,Michigan St,114.77037419097,92.55876698887,0.92226526430892,53.8,45.7,31.9,37.7,17.9,17.0,34.6,26.0,51.6,44.1,38.6,32.3,199.23000000000025,34.7,35.3,64.1,4.0
1.0,Northern Iowa,114.04885543733,92.156765974723,0.92063906306969,56.2,45.1,40.2,26.7,18.0,19.3,26.9,26.9,53.9,43.8,39.7,31.6,384.03999999999996,40.0,38.1,58.5,2.0,Wyoming,102.70060565284,97.613463966044,0.64204007111943,52.1,46.7,41.0,26.7,18.7,18.1,22.1,26.9,54.6,44.0,32.3,34.4,71.42999999999984,39.7,35.2,59.1,1.0
0.0,Wyoming,102.70060565284,97.613463966044,0.64204007111943,52.1,46.7,41.0,26.7,18.7,18.1,22.1,26.9,54.6,44.0,32.3,34.4,71.42999999999984,39.7,35.2,59.1,1.0,Northern Iowa,114.04885543733,92.156765974723,0.92063906306969,56.2,45.1,40.2,26.7,18.0,19.3,26.9,26.9,53.9,43.8,39.7,31.6,384.03999999999996,40.0,38.1,58.5,2.0
1.0,Oklahoma,109.99860917856,87.266412893556,0.93476345857817,49.4,43.7,32.7,28.9,17.7,20.2,30.9,31.5,48.4,42.4,34.3,30.9,111.15000000000009,33.6,33.7,68.1,6.0,SUNY Albany,104.72140013143,102.12071896231,0.57180036118889,50.1,49.6,39.9,30.4,19.0,20.3,32.5,25.5,48.1,45.9,36.0,36.5,-290.79999999999995,34.1,41.6,61.5,0.0
0.0,SUNY Albany,104.72140013143,102.12071896231,0.57180036118889,50.1,49.6,39.9,30.4,19.0,20.3,32.5,25.5,48.1,45.9,36.0,36.5,-290.79999999999995,34.1,41.6,61.5,0.0,Oklahoma,109.99860917856,87.266412893556,0.93476345857817,49.4,43.7,32.7,28.9,17.7,20.2,30.9,31.5,48.4,42.4,34.3,30.9,111.15000000000009,33.6,33.7,68.1,6.0
1.0,Oregon,112.64328276946,99.511222210174,0.8061975606496,52.1,47.8,29.5,35.3,17.0,16.8,30.6,31.7,50.6,46.8,36.7,33.3,161.8800000000001,33.9,32.5,66.9,3.0,Oklahoma St,109.71459612076,94.782864907861,0.84321920820277,50.1,46.0,39.7,42.4,18.6,21.2,26.9,33.1,49.0,43.5,34.6,34.3,234.50000000000023,38.5,32.0,63.9,4.0
0.0,Oklahoma St,109.71459612076,94.782864907861,0.84321920820277,50.1,46.0,39.7,42.4,18.6,21.2,26.9,33.1,49.0,43.5,34.6,34.3,234.50000000000023,38.5,32.0,63.9,4.0,Oregon,112.64328276946,99.511222210174,0.8061975606496,52.1,47.8,29.5,35.3,17.0,16.8,30.6,31.7,50.6,46.8,36.7,33.3,161.8800000000001,33.9,32.5,66.9,3.0
1.0,San Diego St,102.47281994788,86.879425993672,0.86970783066722,46.7,42.7,36.2,26.7,18.6,21.5,35.9,30.2,46.1,41.2,32.1,30.6,-9.329999999999927,30.5,32.3,61.2,2.0,St John's,109.63662690602,93.793330521694,0.85752627069933,49.3,46.1,36.2,32.6,15.7,19.5,27.8,35.4,47.9,44.8,35.1,32.4,-76.40999999999985,30.5,35.4,66.9,4.0
0.0,St John's,109.63662690602,93.793330521694,0.85752627069933,49.3,46.1,36.2,32.6,15.7,19.5,27.8,35.4,47.9,44.8,35.1,32.4,-76.40999999999985,30.5,35.4,66.9,4.0,San Diego St,102.47281994788,86.879425993672,0.86970783066722,46.7,42.7,36.2,26.7,18.6,21.5,35.9,30.2,46.1,41.2,32.1,30.6,-9.329999999999927,30.5,32.3,61.2,2.0
1.0,Virginia,113.21490606696,83.330010219417,0.97137715060347,51.2,41.7,34.2,27.9,16.1,18.1,34.0,24.3,50.1,39.5,36.1,30.3,-120.41999999999996,27.3,36.5,58.3,8.0,Belmont,107.32927522218,106.45192192329,0.52358049951706,56.5,51.3,33.0,27.7,20.3,18.7,29.2,29.5,56.3,51.2,37.9,34.3,553.53,48.0,36.9,67.5,0.0
0.0,Belmont,107.32927522218,106.45192192329,0.52358049951706,56.5,51.3,33.0,27.7,20.3,18.7,29.2,29.5,56.3,51.2,37.9,34.3,553.53,48.0,36.9,67.5,0.0,Virginia,113.21490606696,83.330010219417,0.97137715060347,51.2,41.7,34.2,27.9,16.1,18.1,34.0,24.3,50.1,39.5,36.1,30.3,-120.41999999999996,27.3,36.5,58.3,8.0
1.0,West Virginia,110.45551472012,92.861034601088,0.8803080392927,46.6,52.6,40.4,55.9,18.7,28.2,40.9,31.1,45.9,51.6,31.9,36.5,-82.48000000000025,33.8,31.8,69.1,3.0,Buffalo,108.82661836466,97.554670148701,0.77858591520538,48.6,48.5,42.3,33.8,16.4,19.8,34.7,30.4,47.6,47.9,34.0,33.0,-230.5,30.2,38.1,69.2,0.0
0.0,Buffalo,108.82661836466,97.554670148701,0.77858591520538,48.6,48.5,42.3,33.8,16.4,19.8,34.7,30.4,47.6,47.9,34.0,33.0,-230.5,30.2,38.1,69.2,0.0,West Virginia,110.45551472012,92.861034601088,0.8803080392927,46.6,52.6,40.4,55.9,18.7,28.2,40.9,31.1,45.9,51.6,31.9,36.5,-82.48000000000025,33.8,31.8,69.1,3.0
1.0,Wichita St,114.09636188863,91.693355364098,0.92510532015453,50.7,45.2,35.4,36.8,15.2,21.6,34.8,27.0,48.9,42.5,35.9,34.4,245.5899999999998,35.3,29.7,62.2,1.0,Indiana,118.9236959191,103.43062638463,0.83274127013602,54.6,50.5,32.7,32.1,17.1,16.1,35.3,31.3,50.7,51.0,40.3,32.8,588.92,39.6,30.7,67.1,2.0
0.0,Indiana,118.9236959191,103.43062638463,0.83274127013602,54.6,50.5,32.7,32.1,17.1,16.1,35.3,31.3,50.7,51.0,40.3,32.8,588.92,39.6,30.7,67.1,2.0,Wichita St,114.09636188863,91.693355364098,0.92510532015453,50.7,45.2,35.4,36.8,15.2,21.6,34.8,27.0,48.9,42.5,35.9,34.4,245.5899999999998,35.3,29.7,62.2,1.0
